Date,Close/Last,Volume,Open,High,Low
7/28/2023,133.01,26971010,130.97,134.07,130.92
7/27/2023,129.87,35931610,131.8,133.6,129.18
7/26/2023,129.66,46216900,130.36,131.37,128.71
7/25/2023,122.79,31820850,121.88,123.69,121.53
7/24/2023,121.88,22312220,121.93,123.35,121.38
7/21/2023,120.31,56514650,120.87,121.3,119.07
7/20/2023,119.53,27541710,122.12,124.7,118.69
7/19/2023,122.78,22313800,124.79,125.47,122.47
7/18/2023,124.08,21071250,124.91,124.99,123.3
7/17/2023,125.06,20675300,126.06,127.28,124.5
7/14/2023,125.7,20499780,125.13,127.09,124.9
7/13/2023,124.83,31535850,121.54,125.34,121.06
7/12/2023,119.62,22059610,119.3,120.96,119
7/11/2023,117.71,18286570,116.76,118.23,115.83
7/10/2023,116.87,32960080,119.07,119.07,116.64
7/7/2023,120.14,20997670,120.89,121.75,120.09
7/6/2023,120.93,17750180,120.64,121.15,119.25
7/5/2023,122.63,17830350,120.06,123.37,120.06
7/3/2023,120.56,13871720,120.32,121.02,119.71
6/30/2023,120.97,23871760,121.1,122.03,120.88
6/29/2023,120.01,18517460,120.09,120.91,119.21
6/28/2023,121.08,19753150,117.96,121.27,117.6
6/27/2023,119.01,27221710,117.84,119.9,116.91
6/26/2023,119.09,23184960,121.47,122.72,118.99
6/23/2023,123.02,29573120,122.04,123.44,121.86
6/22/2023,123.87,20781890,120.66,123.94,119.6
6/21/2023,121.26,22612000,123.24,123.41,120.86
6/20/2023,123.85,22698030,123.54,125.18,122.83
6/16/2023,124.06,56699200,126.7,126.7,123.79
6/15/2023,125.79,24517070,123.88,126.16,123.14
6/14/2023,124.38,24659620,123.8,124.79,122.16
6/13/2023,124.43,19287650,125.65,125.86,123.85
6/12/2023,124.35,22289630,123.4,124.75,122.35
6/9/2023,122.87,20313680,122.56,124.29,122.42
6/8/2023,122.67,24815000,122.59,123.73,122.01
6/7/2023,122.94,34179350,127.58,129.55,122.63
6/6/2023,127.91,19450130,126.6,128.88,125.97
6/5/2023,126.63,22672520,124.61,127.99,124.38
6/2/2023,125.23,19367450,124.49,126.75,124.35
6/1/2023,124.37,25017670,123.5,125.04,123.3
5/31/2023,123.37,41548760,123.7,124.9,123.1
5/30/2023,124.64,27230730,126.29,126.38,122.89
5/26/2023,125.43,25169040,124.07,126,123.29
5/25/2023,124.35,33812730,125.21,125.98,122.9
5/24/2023,121.64,23087930,121.88,122.75,120.75
5/23/2023,123.29,24477950,124.93,125.42,123.05
5/22/2023,125.87,29760240,123.51,127.05,123.45
5/19/2023,123.25,30268860,124.2,126.48,122.72
5/18/2023,123.52,27014470,121.56,123.9,121.49
5/17/2023,121.48,26659560,120.18,122.28,119.46
5/16/2023,120.09,32370110,116.83,121.2,116.83
5/15/2023,116.96,22107870,116.49,118.8,116.48
5/12/2023,117.92,31293780,117,118.26,116.55
5/11/2023,116.9,57115080,115.86,118.44,114.93
5/10/2023,112.28,47533460,108.55,113.51,108.48
5/9/2023,107.94,24782440,108.78,110.6,107.73
5/8/2023,108.24,17266020,105.8,108.42,105.79
5/5/2023,106.22,20710630,105.32,106.44,104.74
5/4/2023,105.21,19780640,106.16,106.3,104.7
5/3/2023,106.12,17116330,106.22,108.13,105.62
5/2/2023,105.98,20343120,107.66,107.73,104.5
5/1/2023,107.71,20926260,107.72,108.68,107.5
4/28/2023,108.22,23957870,107.8,108.29,106.04
4/27/2023,108.37,38235220,105.23,109.15,104.42
4/26/2023,104.45,37068170,105.56,107.02,103.27
4/25/2023,104.61,31408120,106.61,107.44,104.56
4/24/2023,106.78,21410910,106.05,107.32,105.36
4/21/2023,105.91,22379020,106.09,106.64,105.49
4/20/2023,105.9,22515330,104.65,106.89,104.64
4/19/2023,105.02,16732020,104.22,105.73,103.8
4/18/2023,105.12,17641370,107,107.05,104.78
4/17/2023,106.42,29043440,105.43,106.71,105.32
4/14/2023,109.46,20758690,107.69,109.58,107.59
4/13/2023,108.19,21650750,106.47,108.27,106.44
4/12/2023,105.22,22761570,107.39,107.59,104.97
4/11/2023,106.12,18721280,106.92,107.22,105.28
4/10/2023,106.95,19741520,107.39,107.97,105.6
4/6/2023,108.9,34684150,105.77,109.63,104.82
4/5/2023,104.95,21864200,106.12,106.54,104.1
4/4/2023,105.12,20377230,104.84,106.1,104.6
